Time [s],TX
0.777279282,1.768
0.777298482,1.763
0.777317682,1.737
0.777336882,1.691
0.777356082,1.634
0.777375282,1.577
0.777394482,1.531
0.777413682,1.484
0.777432882,1.443
0.777452082,1.407
0.777471282,1.396
0.777490482,1.396
0.777509682,1.417
0.777528882,1.433
0.777548082,1.484
0.777567282,1.531
0.777586482,1.598
0.777605682,1.649
0.777624882,1.696
0.777644082,1.727
0.777663282,1.763
0.777682482,1.773
0.777701682,1.768
0.777720882,1.747
0.777740082,1.716
0.777759282,1.680
0.777778482,1.624
0.777797682,1.567
0.777816882,1.505
0.777836082,1.458
0.777855282,1.433
0.777874482,1.402
0.777893682,1.391
0.777912882,1.396
0.777932082,1.422
0.777951282,1.458
0.777970482,1.500
0.777989682,1.541
0.778008882,1.608
0.778028082,1.660
0.778047282,1.706
0.778066482,1.747
0.778085682,1.768
0.778104882,1.773
0.778124082,1.763
0.778143282,1.737
0.778162482,1.696
0.778181682,1.649
0.778200882,1.613
0.778220082,1.556
0.778239282,1.495
0.778258482,1.448
0.778277682,1.417
0.778296882,1.396
0.778316082,1.391
0.778335282,1.396
0.778354482,1.427
0.778373682,1.469
0.778392882,1.525
0.778412082,1.572
0.778431282,1.618
0.778450482,1.675
0.778469682,1.716
0.778488882,1.753
0.778508082,1.768
0.778527282,1.773
0.778546482,1.758
0.778565682,1.742
0.778584882,1.686
0.778604082,1.634
0.778623282,1.577
0.778642482,1.531
0.778661682,1.489
0.778680882,1.443
0.778700082,1.412
0.778719282,1.396
0.778738482,1.396
0.778757682,1.412
0.778776882,1.433
0.778796082,1.479
0.778815282,1.536
0.778834482,1.598
0.778853682,1.644
0.778872882,1.691
0.778892082,1.722
0.778911282,1.758
0.778930482,1.768
0.778949682,1.768
0.778968882,1.747
0.778988082,1.722
0.779007282,1.686
0.779026482,1.629
0.779045682,1.567
0.779064882,1.510
0.779084082,1.464
0.779103282,1.433
0.779122482,1.402
0.779141682,1.391
0.779160882,1.396
0.779180082,1.422
0.779199282,1.458
0.779218482,1.495
0.779237682,1.541
0.779256882,1.603
0.779276082,1.660
0.779295282,1.711
0.779314482,1.742
0.779333682,1.763
0.779352882,1.773
0.779372082,1.768
0.779391282,1.737
0.779410482,1.701
0.779429682,1.655
